0,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

8890.882,0,0,0,False

0,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

8890.882,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

8890.882,0,0,0,False

0,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

8890.882,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

8890.882,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

8890.882,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

0,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

0,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

0,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

2.490235,0,0,0,False

0.6370549,0,0,0,False

0.5119324,0,0,0,False

0.6637591,0,0,0,False

0.6755833,0,0,0,False

0.6900792,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

2.211762,0,0,0,False

0.6511688,0,0,0,False

0.51117,0,0,0,False

0.6599426,0,0,0,False

0.5279541,0,0,0,False

0.6858842,0,0,0,False

0.7041935,0,0,0,False

0.7133488,0,0,0,False

0.5786896,0,0,0,False

0.7335679,0,0,0,False

0.5992894,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

2.514648,0,0,0,False

0.8480072,0,0,0,False

0.6771088,0,0,0,False

0.5508423,0,0,0,False

0.7041931,0,0,0,False

0.717926,0,0,0,False

0.5828857,0,0,0,False

Speed,collisionCars,collisionPedestrians,collisionOther,isOffRoad

9121.417,0,0,0,False

9.399048,0,0,0,False

8.096401,0,0,0,False

15.2369,0,0,0,False

22.45035,0,0,0,False

24.36618,0,0,0,False

55.68177,0,0,0,False

25.45253,0,0,0,False

26.14283,0,0,0,False

54.03661,0,0,0,False

25.95669,0,0,0,False

25.4009,0,0,0,False

55.05183,0,0,0,False

55.37629,0,0,0,False

42.23536,0,0,0,False

26.7592,0,0,0,False

70.1366,0,0,0,False

58.91235,0,0,0,False

28.76708,0,1,0,False

58.79522,0,1,0,False

